Activity,Count
"('Block Purchase Order Item', -inf)",2
"('Block Purchase Order Item', 0.0)",2
"('Block Purchase Order Item', 3.0)",1
"('Block Purchase Order Item', 6.0)",1
"('Block Purchase Order Item', 7.0)",1
"('Block Purchase Order Item', 10.0)",2
"('Block Purchase Order Item', 11.0)",9
"('Block Purchase Order Item', 12.0)",16
"('Block Purchase Order Item', 13.0)",25
"('Block Purchase Order Item', 14.0)",69
"('Block Purchase Order Item', 15.0)",94
"('Block Purchase Order Item', 16.0)",94
"('Block Purchase Order Item', 17.0)",81
"('Block Purchase Order Item', 18.0)",113
"('Block Purchase Order Item', 19.0)",1
"('Cancel Goods Receipt', -inf)",259
"('Cancel Goods Receipt', 0.0)",149
"('Cancel Goods Receipt', 1.0)",78
"('Cancel Goods Receipt', 2.0)",93
"('Cancel Goods Receipt', 3.0)",81
"('Cancel Goods Receipt', 4.0)",108
"('Cancel Goods Receipt', 5.0)",144
"('Cancel Goods Receipt', 6.0)",70
"('Cancel Goods Receipt', 7.0)",155
"('Cancel Goods Receipt', 8.0)",106
"('Cancel Goods Receipt', 9.0)",90
"('Cancel Goods Receipt', 10.0)",171
"('Cancel Goods Receipt', 11.0)",227
"('Cancel Goods Receipt', 12.0)",336
"('Cancel Goods Receipt', 13.0)",295
"('Cancel Goods Receipt', 14.0)",199
"('Cancel Goods Receipt', 15.0)",214
"('Cancel Goods Receipt', 16.0)",62
"('Cancel Goods Receipt', 17.0)",49
"('Cancel Goods Receipt', 18.0)",28
"('Cancel Goods Receipt', 19.0)",5
"('Cancel Invoice Receipt', -inf)",101
"('Cancel Invoice Receipt', 0.0)",132
"('Cancel Invoice Receipt', 1.0)",54
"('Cancel Invoice Receipt', 2.0)",87
"('Cancel Invoice Receipt', 3.0)",86
"('Cancel Invoice Receipt', 4.0)",34
"('Cancel Invoice Receipt', 5.0)",26
"('Cancel Invoice Receipt', 6.0)",32
"('Cancel Invoice Receipt', 7.0)",69
"('Cancel Invoice Receipt', 8.0)",81
"('Cancel Invoice Receipt', 9.0)",39
"('Cancel Invoice Receipt', 10.0)",105
"('Cancel Invoice Receipt', 11.0)",289
"('Cancel Invoice Receipt', 12.0)",252
"('Cancel Invoice Receipt', 13.0)",430
"('Cancel Invoice Receipt', 14.0)",941
"('Cancel Invoice Receipt', 15.0)",742
"('Cancel Invoice Receipt', 16.0)",711
"('Cancel Invoice Receipt', 17.0)",1043
"('Cancel Invoice Receipt', 18.0)",1375
"('Cancel Invoice Receipt', 19.0)",359
"('Cancel Subsequent Invoice', -inf)",2
"('Cancel Subsequent Invoice', 0.0)",3
"('Cancel Subsequent Invoice', 1.0)",7
"('Cancel Subsequent Invoice', 2.0)",14
"('Cancel Subsequent Invoice', 3.0)",9
"('Cancel Subsequent Invoice', 4.0)",13
"('Cancel Subsequent Invoice', 5.0)",3
"('Cancel Subsequent Invoice', 6.0)",2
"('Cancel Subsequent Invoice', 7.0)",8
"('Cancel Subsequent Invoice', 8.0)",8
"('Cancel Subsequent Invoice', 9.0)",5
"('Cancel Subsequent Invoice', 10.0)",27
"('Cancel Subsequent Invoice', 11.0)",23
"('Cancel Subsequent Invoice', 12.0)",20
"('Cancel Subsequent Invoice', 13.0)",65
"('Cancel Subsequent Invoice', 14.0)",84
"('Cancel Subsequent Invoice', 15.0)",80
"('Cancel Subsequent Invoice', 16.0)",90
"('Cancel Subsequent Invoice', 17.0)",21
"('Cancel Subsequent Invoice', 18.0)",6
"('Change Approval for Purchase Order', -inf)",695
"('Change Approval for Purchase Order', 0.0)",276
"('Change Approval for Purchase Order', 1.0)",45
"('Change Approval for Purchase Order', 2.0)",131
"('Change Approval for Purchase Order', 3.0)",613
"('Change Approval for Purchase Order', 4.0)",327
"('Change Approval for Purchase Order', 5.0)",426
"('Change Approval for Purchase Order', 6.0)",416
"('Change Approval for Purchase Order', 7.0)",518
"('Change Approval for Purchase Order', 8.0)",510
"('Change Approval for Purchase Order', 9.0)",280
"('Change Approval for Purchase Order', 10.0)",304
"('Change Approval for Purchase Order', 11.0)",532
"('Change Approval for Purchase Order', 12.0)",177
"('Change Approval for Purchase Order', 13.0)",558
"('Change Approval for Purchase Order', 14.0)",174
"('Change Approval for Purchase Order', 15.0)",550
"('Change Approval for Purchase Order', 16.0)",210
"('Change Approval for Purchase Order', 17.0)",175
"('Change Approval for Purchase Order', 18.0)",35
"('Change Approval for Purchase Order', 19.0)",4
"('Change Currency', -inf)",33
"('Change Currency', 1.0)",2
"('Change Delivery Indicator', -inf)",1043
"('Change Delivery Indicator', 0.0)",42
"('Change Delivery Indicator', 1.0)",17
"('Change Delivery Indicator', 2.0)",18
"('Change Delivery Indicator', 3.0)",10
"('Change Delivery Indicator', 4.0)",15
"('Change Delivery Indicator', 5.0)",24
"('Change Delivery Indicator', 6.0)",67
"('Change Delivery Indicator', 7.0)",64
"('Change Delivery Indicator', 8.0)",90
"('Change Delivery Indicator', 9.0)",87
"('Change Delivery Indicator', 10.0)",107
"('Change Delivery Indicator', 11.0)",217
"('Change Delivery Indicator', 12.0)",202
"('Change Delivery Indicator', 13.0)",374
"('Change Delivery Indicator', 14.0)",351
"('Change Delivery Indicator', 15.0)",237
"('Change Delivery Indicator', 16.0)",140
"('Change Delivery Indicator', 17.0)",98
"('Change Delivery Indicator', 18.0)",25
"('Change Delivery Indicator', 19.0)",2
"('Change Final Invoice Indicator', -inf)",10
"('Change Final Invoice Indicator', 2.0)",1
"('Change Price', -inf)",279
"('Change Price', 0.0)",153
"('Change Price', 1.0)",93
"('Change Price', 2.0)",108
"('Change Price', 3.0)",113
"('Change Price', 4.0)",149
"('Change Price', 5.0)",367
"('Change Price', 6.0)",211
"('Change Price', 7.0)",425
"('Change Price', 8.0)",890
"('Change Price', 9.0)",691
"('Change Price', 10.0)",377
"('Change Price', 11.0)",1469
"('Change Price', 12.0)",872
"('Change Price', 13.0)",1466
"('Change Price', 14.0)",1774
"('Change Price', 15.0)",1263
"('Change Price', 16.0)",856
"('Change Price', 17.0)",478
"('Change Price', 18.0)",135
"('Change Price', 19.0)",22
"('Change Quantity', -inf)",939
"('Change Quantity', 0.0)",458
"('Change Quantity', 1.0)",181
"('Change Quantity', 2.0)",168
"('Change Quantity', 3.0)",190
"('Change Quantity', 4.0)",257
"('Change Quantity', 5.0)",319
"('Change Quantity', 6.0)",470
"('Change Quantity', 7.0)",588
"('Change Quantity', 8.0)",649
"('Change Quantity', 9.0)",651
"('Change Quantity', 10.0)",1082
"('Change Quantity', 11.0)",2158
"('Change Quantity', 12.0)",1604
"('Change Quantity', 13.0)",2216
"('Change Quantity', 14.0)",2530
"('Change Quantity', 15.0)",2755
"('Change Quantity', 16.0)",1861
"('Change Quantity', 17.0)",1428
"('Change Quantity', 18.0)",317
"('Change Quantity', 19.0)",14
"('Change Rejection Indicator', -inf)",1
"('Change Rejection Indicator', 9.0)",1
"('Change Storage Location', -inf)",41
"('Change Storage Location', 0.0)",19
"('Change Storage Location', 1.0)",19
"('Change Storage Location', 2.0)",13
"('Change Storage Location', 3.0)",5
"('Change Storage Location', 4.0)",26
"('Change Storage Location', 5.0)",4
"('Change Storage Location', 6.0)",4
"('Change Storage Location', 7.0)",2
"('Change Storage Location', 8.0)",5
"('Change Storage Location', 9.0)",16
"('Change Storage Location', 10.0)",11
"('Change Storage Location', 11.0)",27
"('Change Storage Location', 12.0)",46
"('Change Storage Location', 13.0)",35
"('Change Storage Location', 14.0)",80
"('Change Storage Location', 15.0)",43
"('Change Storage Location', 16.0)",10
"('Change Storage Location', 17.0)",7
"('Change payment term', -inf)",5
"('Change payment term', 7.0)",1
"('Change payment term', 13.0)",1
"('Clear Invoice', -inf)",1002
"('Clear Invoice', 0.0)",1565
"('Clear Invoice', 1.0)",394
"('Clear Invoice', 2.0)",206
"('Clear Invoice', 3.0)",73
"('Clear Invoice', 4.0)",56
"('Clear Invoice', 5.0)",89
"('Clear Invoice', 6.0)",102
"('Clear Invoice', 7.0)",363
"('Clear Invoice', 8.0)",757
"('Clear Invoice', 9.0)",1752
