Activity,Count
"('A_ACCEPTED', 0.0)",5113
"('A_ACTIVATED', 0.0)",2246
"('A_APPROVED', 0.0)",2246
"('A_CANCELLED', 0.0)",2807
"('A_DECLINED', 0.0)",7635
"('A_FINALIZED', 0.0)",5015
"('A_PARTLYSUBMITTED', 0.0)",13087
"('A_PREACCEPTED', 0.0)",7367
"('A_REGISTERED', 0.0)",2246
"('A_SUBMITTED', 0.0)",13087
"('O_ACCEPTED', 0.0)",2243
"('O_CANCELLED', 0.0)",2660
"('O_CREATED', 0.0)",5015
"('O_DECLINED', 0.0)",802
"('O_SELECTED', 0.0)",5015
"('O_SENT', 0.0)",5015
"('O_SENT_BACK', 0.0)",3254
"('W_Afhandelen leads', 0.0)",1
"('W_Afhandelen leads', 1.0)",4168
"('W_Afhandelen leads', 2.0)",535
"('W_Afhandelen leads', 3.0)",167
"('W_Afhandelen leads', 4.0)",49
"('W_Afhandelen leads', 5.0)",49
"('W_Afhandelen leads', 6.0)",26
"('W_Afhandelen leads', 7.0)",21
"('W_Afhandelen leads', 8.0)",14
"('W_Afhandelen leads', 9.0)",14
"('W_Afhandelen leads', 10.0)",12
"('W_Afhandelen leads', 11.0)",9
"('W_Afhandelen leads', 12.0)",3
"('W_Afhandelen leads', 13.0)",5
"('W_Afhandelen leads', 14.0)",1
"('W_Afhandelen leads', 15.0)",3
"('W_Afhandelen leads', 16.0)",7
"('W_Afhandelen leads', 17.0)",4
"('W_Afhandelen leads', 18.0)",2
"('W_Afhandelen leads', 19.0)",3
"('W_Afhandelen leads', 20.0)",3
"('W_Afhandelen leads', 22.0)",3
"('W_Afhandelen leads', 24.0)",3
"('W_Afhandelen leads', 25.0)",4
"('W_Afhandelen leads', 26.0)",1
"('W_Afhandelen leads', 27.0)",4
"('W_Afhandelen leads', 28.0)",3
"('W_Afhandelen leads', 29.0)",2
"('W_Afhandelen leads', 30.0)",3
"('W_Afhandelen leads', 31.0)",3
"('W_Afhandelen leads', 33.0)",1
"('W_Afhandelen leads', 35.0)",2
"('W_Afhandelen leads', 36.0)",1
"('W_Afhandelen leads', 38.0)",1
"('W_Afhandelen leads', 43.0)",1
"('W_Afhandelen leads', 52.0)",1
"('W_Afhandelen leads', 53.0)",2
"('W_Afhandelen leads', 54.0)",1
"('W_Afhandelen leads', 57.0)",1
"('W_Afhandelen leads', 67.0)",1
"('W_Afhandelen leads', 71.0)",1
"('W_Afhandelen leads', 74.0)",1
"('W_Afhandelen leads', 76.0)",1
"('W_Afhandelen leads', 86.0)",1
"('W_Afhandelen leads', 110.0)",1
"('W_Afhandelen leads', 113.0)",1
"('W_Afhandelen leads', 115.0)",1
"('W_Afhandelen leads', 116.0)",4
"('W_Afhandelen leads', 119.0)",1
"('W_Afhandelen leads', 120.0)",1
"('W_Afhandelen leads', 136.0)",1
"('W_Afhandelen leads', 148.0)",1
"('W_Afhandelen leads', 162.0)",3
"('W_Afhandelen leads', 164.0)",1
"('W_Afhandelen leads', 165.0)",1
"('W_Afhandelen leads', 167.0)",3
"('W_Afhandelen leads', 170.0)",1
"('W_Afhandelen leads', 172.0)",1
"('W_Afhandelen leads', 173.0)",1
"('W_Afhandelen leads', 187.0)",1
"('W_Afhandelen leads', 188.0)",1
"('W_Afhandelen leads', 189.0)",1
"('W_Afhandelen leads', 194.0)",2
"('W_Afhandelen leads', 196.0)",1
"('W_Afhandelen leads', 197.0)",2
"('W_Afhandelen leads', 199.0)",1
"('W_Afhandelen leads', 200.0)",1
"('W_Afhandelen leads', 214.0)",1
"('W_Afhandelen leads', 215.0)",1
"('W_Afhandelen leads', 232.0)",1
"('W_Afhandelen leads', 233.0)",1
"('W_Afhandelen leads', 249.0)",1
"('W_Afhandelen leads', 454.0)",1
"('W_Afhandelen leads', 467.0)",2
"('W_Afhandelen leads', 474.0)",1
"('W_Afhandelen leads', 527.0)",1
"('W_Afhandelen leads', 698.0)",1
"('W_Afhandelen leads', 743.0)",1
"('W_Afhandelen leads', 744.0)",1
"('W_Afhandelen leads', 746.0)",1
"('W_Afhandelen leads', 797.0)",1
"('W_Afhandelen leads', 798.0)",1
"('W_Afhandelen leads', 813.0)",1
"('W_Beoordelen fraude', 1.0)",107
"('W_Beoordelen fraude', 2.0)",4
"('W_Beoordelen fraude', 3.0)",1
"('W_Beoordelen fraude', 5.0)",1
"('W_Beoordelen fraude', 31.0)",1
"('W_Beoordelen fraude', 188.0)",1
"('W_Beoordelen fraude', 255.0)",1
"('W_Completeren aanvraag', 0.0)",455
"('W_Completeren aanvraag', 1.0)",4393
"('W_Completeren aanvraag', 2.0)",3510
"('W_Completeren aanvraag', 3.0)",2378
"('W_Completeren aanvraag', 4.0)",854
"('W_Completeren aanvraag', 5.0)",331
"('W_Completeren aanvraag', 6.0)",140
"('W_Completeren aanvraag', 7.0)",78
"('W_Completeren aanvraag', 8.0)",43
"('W_Completeren aanvraag', 9.0)",36
"('W_Completeren aanvraag', 10.0)",22
"('W_Completeren aanvraag', 11.0)",26
"('W_Completeren aanvraag', 12.0)",20
"('W_Completeren aanvraag', 13.0)",12
"('W_Completeren aanvraag', 14.0)",7
"('W_Completeren aanvraag', 15.0)",9
"('W_Completeren aanvraag', 16.0)",15
"('W_Completeren aanvraag', 17.0)",8
"('W_Completeren aanvraag', 18.0)",9
"('W_Completeren aanvraag', 19.0)",5
"('W_Completeren aanvraag', 20.0)",2
"('W_Completeren aanvraag', 21.0)",6
"('W_Completeren aanvraag', 22.0)",5
"('W_Completeren aanvraag', 23.0)",4
"('W_Completeren aanvraag', 24.0)",1
"('W_Completeren aanvraag', 25.0)",1
"('W_Completeren aanvraag', 26.0)",3
"('W_Completeren aanvraag', 27.0)",2
"('W_Completeren aanvraag', 28.0)",1
"('W_Completeren aanvraag', 29.0)",4
"('W_Completeren aanvraag', 30.0)",1
"('W_Completeren aanvraag', 31.0)",4
"('W_Completeren aanvraag', 32.0)",4
"('W_Completeren aanvraag', 33.0)",2
"('W_Completeren aanvraag', 34.0)",1
"('W_Completeren aanvraag', 35.0)",1
"('W_Completeren aanvraag', 36.0)",1
"('W_Completeren aanvraag', 37.0)",2
"('W_Completeren aanvraag', 38.0)",2
"('W_Completeren aanvraag', 39.0)",1
"('W_Completeren aanvraag', 40.0)",1
"('W_Completeren aanvraag', 41.0)",1
"('W_Completeren aanvraag', 43.0)",1
"('W_Completeren aanvraag', 44.0)",3
"('W_Completeren aanvraag', 45.0)",1
"('W_Completeren aanvraag', 48.0)",1
"('W_Completeren aanvraag', 50.0)",1
"('W_Completeren aanvraag', 52.0)",1
"('W_Completeren aanvraag', 54.0)",1
"('W_Completeren aanvraag', 55.0)",1
"('W_Completeren aanvraag', 56.0)",1
"('W_Completeren aanvraag', 57.0)",1
"('W_Completeren aanvraag', 59.0)",1
"('W_Completeren aanvraag', 61.0)",1
"('W_Completeren aanvraag', 62.0)",1
"('W_Completeren aanvraag', 64.0)",1
"('W_Completeren aanvraag', 66.0)",1
