Activity,Count
"('A_ACCEPTED', 0.0)",5113
"('A_ACTIVATED', 0.0)",2246
"('A_APPROVED', 0.0)",2246
"('A_CANCELLED', 0.0)",2807
"('A_DECLINED', 0.0)",7635
"('A_FINALIZED', 0.0)",5015
"('A_PARTLYSUBMITTED', 0.0)",13087
"('A_PREACCEPTED', 0.0)",7367
"('A_REGISTERED', 0.0)",2246
"('A_SUBMITTED', 0.0)",13087
"('O_ACCEPTED', 0.0)",2243
"('O_CANCELLED', 0.0)",2660
"('O_CREATED', 0.0)",5015
"('O_DECLINED', 0.0)",802
"('O_SELECTED', 0.0)",5015
"('O_SENT', 0.0)",5015
"('O_SENT_BACK', 0.0)",3254
"('W_Afhandelen leads', 0.0)",1
"('W_Afhandelen leads', 1.0)",1134
"('W_Afhandelen leads', 2.0)",1715
"('W_Afhandelen leads', 3.0)",998
"('W_Afhandelen leads', 4.0)",469
"('W_Afhandelen leads', 5.0)",292
"('W_Afhandelen leads', 6.0)",208
"('W_Afhandelen leads', 7.0)",123
"('W_Afhandelen leads', 8.0)",80
"('W_Afhandelen leads', 9.0)",74
"('W_Afhandelen leads', 10.0)",66
"('W_Afhandelen leads', 11.0)",42
"('W_Afhandelen leads', 12.0)",41
"('W_Afhandelen leads', 13.0)",41
"('W_Afhandelen leads', 14.0)",27
"('W_Afhandelen leads', 15.0)",19
"('W_Afhandelen leads', 16.0)",16
"('W_Afhandelen leads', 17.0)",5
"('W_Afhandelen leads', 18.0)",11
"('W_Afhandelen leads', 19.0)",12
"('W_Afhandelen leads', 20.0)",5
"('W_Afhandelen leads', 21.0)",15
"('W_Afhandelen leads', 22.0)",12
"('W_Afhandelen leads', 23.0)",8
"('W_Afhandelen leads', 24.0)",8
"('W_Afhandelen leads', 25.0)",6
"('W_Afhandelen leads', 26.0)",6
"('W_Afhandelen leads', 27.0)",6
"('W_Afhandelen leads', 28.0)",4
"('W_Afhandelen leads', 29.0)",2
"('W_Afhandelen leads', 30.0)",8
"('W_Afhandelen leads', 31.0)",3
"('W_Afhandelen leads', 32.0)",4
"('W_Afhandelen leads', 33.0)",6
"('W_Afhandelen leads', 34.0)",4
"('W_Afhandelen leads', 35.0)",4
"('W_Afhandelen leads', 36.0)",1
"('W_Afhandelen leads', 37.0)",1
"('W_Afhandelen leads', 38.0)",2
"('W_Afhandelen leads', 39.0)",5
"('W_Afhandelen leads', 40.0)",5
"('W_Afhandelen leads', 41.0)",5
"('W_Afhandelen leads', 42.0)",1
"('W_Afhandelen leads', 43.0)",1
"('W_Afhandelen leads', 44.0)",4
"('W_Afhandelen leads', 45.0)",3
"('W_Afhandelen leads', 46.0)",2
"('W_Afhandelen leads', 47.0)",4
"('W_Afhandelen leads', 49.0)",3
"('W_Afhandelen leads', 50.0)",3
"('W_Afhandelen leads', 51.0)",4
"('W_Afhandelen leads', 52.0)",1
"('W_Afhandelen leads', 53.0)",2
"('W_Afhandelen leads', 54.0)",1
"('W_Afhandelen leads', 55.0)",1
"('W_Afhandelen leads', 58.0)",1
"('W_Afhandelen leads', 59.0)",1
"('W_Afhandelen leads', 60.0)",1
"('W_Afhandelen leads', 61.0)",3
"('W_Afhandelen leads', 64.0)",1
"('W_Afhandelen leads', 65.0)",1
"('W_Afhandelen leads', 70.0)",1
"('W_Afhandelen leads', 72.0)",1
"('W_Afhandelen leads', 73.0)",1
"('W_Afhandelen leads', 75.0)",1
"('W_Afhandelen leads', 76.0)",1
"('W_Afhandelen leads', 78.0)",1
"('W_Afhandelen leads', 79.0)",2
"('W_Afhandelen leads', 80.0)",3
"('W_Afhandelen leads', 81.0)",1
"('W_Afhandelen leads', 82.0)",1
"('W_Afhandelen leads', 83.0)",1
"('W_Afhandelen leads', 85.0)",1
"('W_Afhandelen leads', 87.0)",1
"('W_Afhandelen leads', 88.0)",1
"('W_Afhandelen leads', 92.0)",1
"('W_Afhandelen leads', 94.0)",1
"('W_Afhandelen leads', 95.0)",1
"('W_Afhandelen leads', 98.0)",2
"('W_Afhandelen leads', 99.0)",1
"('W_Afhandelen leads', 106.0)",1
"('W_Afhandelen leads', 108.0)",1
"('W_Afhandelen leads', 110.0)",1
"('W_Afhandelen leads', 116.0)",1
"('W_Afhandelen leads', 118.0)",2
"('W_Afhandelen leads', 122.0)",1
"('W_Afhandelen leads', 123.0)",1
"('W_Afhandelen leads', 124.0)",2
"('W_Afhandelen leads', 130.0)",1
"('W_Afhandelen leads', 131.0)",1
"('W_Afhandelen leads', 132.0)",1
"('W_Afhandelen leads', 134.0)",1
"('W_Afhandelen leads', 135.0)",1
"('W_Afhandelen leads', 136.0)",1
"('W_Afhandelen leads', 137.0)",1
"('W_Afhandelen leads', 140.0)",1
"('W_Afhandelen leads', 141.0)",1
"('W_Afhandelen leads', 143.0)",1
"('W_Afhandelen leads', 146.0)",1
"('W_Afhandelen leads', 147.0)",1
"('W_Afhandelen leads', 150.0)",1
"('W_Afhandelen leads', 154.0)",3
"('W_Afhandelen leads', 164.0)",1
"('W_Afhandelen leads', 172.0)",2
"('W_Afhandelen leads', 178.0)",1
"('W_Afhandelen leads', 186.0)",1
"('W_Afhandelen leads', 213.0)",1
"('W_Afhandelen leads', 256.0)",1
"('W_Afhandelen leads', 261.0)",1
"('W_Afhandelen leads', 264.0)",1
"('W_Afhandelen leads', 269.0)",1
"('W_Afhandelen leads', 282.0)",1
"('W_Afhandelen leads', 335.0)",1
"('W_Afhandelen leads', 355.0)",1
"('W_Afhandelen leads', 368.0)",1
"('W_Afhandelen leads', 379.0)",1
"('W_Afhandelen leads', 427.0)",1
"('W_Afhandelen leads', 549.0)",1
"('W_Afhandelen leads', 565.0)",1
"('W_Afhandelen leads', 571.0)",1
"('W_Afhandelen leads', 576.0)",2
"('W_Afhandelen leads', 577.0)",1
"('W_Afhandelen leads', 580.0)",1
"('W_Afhandelen leads', 594.0)",1
"('W_Afhandelen leads', 599.0)",1
"('W_Afhandelen leads', 680.0)",1
"('W_Afhandelen leads', 737.0)",1
"('W_Afhandelen leads', 806.0)",1
"('W_Afhandelen leads', 809.0)",2
"('W_Afhandelen leads', 820.0)",1
"('W_Afhandelen leads', 825.0)",1
"('W_Afhandelen leads', 831.0)",1
"('W_Afhandelen leads', 832.0)",1
"('W_Afhandelen leads', 834.0)",1
"('W_Afhandelen leads', 846.0)",1
"('W_Afhandelen leads', 856.0)",1
"('W_Afhandelen leads', 865.0)",1
"('W_Afhandelen leads', 932.0)",1
"('W_Afhandelen leads', 939.0)",1
"('W_Afhandelen leads', 945.0)",1
"('W_Afhandelen leads', 966.0)",1
"('W_Afhandelen leads', 970.0)",1
"('W_Afhandelen leads', 976.0)",1
"('W_Afhandelen leads', 983.0)",1
"('W_Afhandelen leads', 985.0)",1
"('W_Afhandelen leads', 992.0)",1
"('W_Afhandelen leads', 998.0)",1
"('W_Afhandelen leads', 1068.0)",1
"('W_Afhandelen leads', 1073.0)",1
"('W_Afhandelen leads', 1160.0)",1
