Activity,Count
"('abort external', 1.0)",19
"('abort external', 3.0)",1
"('abort external', 4.0)",3
"('abort external', 5.0)",1
"('abort external', 7.0)",114
"('abort external', 8.0)",133
"('abort external', 9.0)",97
"('abort external', 10.0)",129
"('abort external', 11.0)",219
"('abort external', 12.0)",139
"('abort external', 13.0)",62
"('abort external', 14.0)",76
"('abort external', 15.0)",31
"('abort external', 16.0)",21
"('abort external', 17.0)",59
"('abort external', 18.0)",59
"('abort external', 19.0)",3
"('abort external', 20.0)",1
"('abort external', 21.0)",77
"('abort external', 22.0)",108
"('abort external', 23.0)",24
"('abort external', 24.0)",1
"('abort external', 27.0)",1
"('abort external', 28.0)",1
"('abort external', 29.0)",9
"('abort external', 30.0)",82
"('abort external', 31.0)",38
"('abort external', 39.0)",2
"('abort external', 46.0)",1
"('abort external', 51.0)",1
"('abort external', 63.0)",1
"('abort external', 70.0)",1
"('abort external', 85.0)",1
"('abort external', 90.0)",6
"('abort external', 91.0)",31
"('abort external', 92.0)",42
"('abort external', 93.0)",40
"('abort external', 94.0)",35
"('abort external', 95.0)",34
"('abort external', 96.0)",42
"('abort external', 97.0)",39
"('abort external', 98.0)",77
"('abort external', 99.0)",84
"('abort external', 100.0)",137
"('abort external', 101.0)",260
"('abort external', 102.0)",397
"('abort external', 103.0)",104
"('abort external', 104.0)",57
"('abort external', 105.0)",47
"('abort external', 106.0)",42
"('abort external', 107.0)",35
"('abort external', 108.0)",10
"('abort external', 150.0)",3
"('abort external', 151.0)",348
"('abort external', 152.0)",5
"('abort external', 153.0)",317
"('abort external', 154.0)",87
"('abort external', 205.0)",3
"('abort external', 206.0)",35
"('abort external', 207.0)",45
"('abort external', 208.0)",45
"('abort external', 209.0)",1
"('abort external', 211.0)",26
"('abort external', 212.0)",158
"('abort external', 213.0)",26
"('abort external', 214.0)",4
"('abort external', 215.0)",172
"('abort external', 216.0)",70
"('abort external', 217.0)",66
"('abort external', 218.0)",34
"('abort external', 219.0)",44
"('abort external', 220.0)",4
"('abort external', 221.0)",2
"('abort external', 231.0)",1
"('abort external', 235.0)",1
"('abort external', 238.0)",1
"('abort external', 240.0)",1
"('abort external', 244.0)",1
"('abort external', 245.0)",1
"('abort external', 252.0)",2
"('abort external', 254.0)",1
"('abort external', 255.0)",8
"('abort external', 257.0)",3
"('abort external', 259.0)",5
"('abort external', 260.0)",14
"('abort external', 261.0)",16
"('abort external', 262.0)",1
"('abort external', 263.0)",1
"('abort external', 265.0)",13
"('abort external', 266.0)",40
"('abort external', 267.0)",29
"('abort external', 273.0)",1
"('abort external', 276.0)",79
"('abort external', 277.0)",17
"('abort external', 278.0)",8
"('abort external', 280.0)",3
"('abort external', 281.0)",15
"('abort external', 282.0)",43
"('abort external', 283.0)",40
"('abort external', 284.0)",8
"('abort external', 285.0)",16
"('abort external', 286.0)",16
"('abort external', 287.0)",12
"('abort external', 288.0)",29
"('abort external', 289.0)",18
"('abort external', 290.0)",8
"('abort external', 291.0)",14
"('abort external', 292.0)",5
"('abort external', 293.0)",20
"('abort external', 294.0)",34
"('abort external', 295.0)",22
"('abort external', 296.0)",30
"('abort external', 297.0)",23
"('abort external', 298.0)",8
"('abort external', 299.0)",13
"('abort external', 300.0)",21
"('abort external', 301.0)",5
"('abort external', 302.0)",9
"('abort external', 303.0)",23
"('abort external', 305.0)",8
"('abort external', 306.0)",8
"('abort external', 307.0)",7
"('abort external', 308.0)",5
"('abort external', 309.0)",13
"('abort external', 310.0)",7
"('abort external', 311.0)",25
"('abort external', 312.0)",9
"('abort external', 313.0)",1
"('abort external', 314.0)",11
"('abort external', 315.0)",1
"('abort external', 323.0)",1
"('abort external', 324.0)",2
"('abort external', 327.0)",1
"('abort external', 328.0)",5
"('abort external', 330.0)",1
"('abort external', 331.0)",4
"('abort external', 332.0)",3
"('abort external', 334.0)",3
"('abort external', 335.0)",5
"('abort external', 336.0)",6
"('abort external', 337.0)",4
"('abort external', 338.0)",1
"('abort external', 339.0)",6
"('abort external', 340.0)",7
"('abort external', 341.0)",10
"('abort external', 342.0)",5
"('abort external', 343.0)",1
"('abort external', 344.0)",5
"('abort external', 345.0)",4
"('abort external', 346.0)",12
"('abort external', 347.0)",3
"('abort external', 348.0)",1
"('abort external', 349.0)",10
"('abort external', 350.0)",3
"('abort external', 351.0)",9
"('abort external', 352.0)",2
"('abort external', 353.0)",2
"('abort external', 354.0)",5
"('abort external', 355.0)",3
"('abort external', 356.0)",3
"('abort external', 357.0)",4
"('abort external', 358.0)",3
"('abort external', 359.0)",17
"('abort external', 360.0)",6
"('abort external', 361.0)",1
"('abort external', 362.0)",1
"('abort external', 363.0)",1
"('abort external', 364.0)",1
"('abort external', 368.0)",5
"('abort external', 369.0)",1
"('abort external', 371.0)",5
"('abort external', 372.0)",4
"('abort external', 373.0)",6
"('abort external', 374.0)",3
"('abort external', 376.0)",4
"('abort external', 377.0)",4
"('abort external', 378.0)",4
"('abort external', 379.0)",4
"('abort external', 380.0)",6
"('abort external', 381.0)",4
"('abort external', 382.0)",7
"('abort external', 383.0)",1
"('abort external', 384.0)",3
"('abort external', 385.0)",6
"('abort external', 386.0)",5
"('abort external', 387.0)",8
"('abort external', 388.0)",1
"('abort external', 389.0)",3
"('abort external', 390.0)",4
"('abort external', 391.0)",2
"('abort external', 392.0)",8
"('abort external', 393.0)",7
"('abort external', 394.0)",8
"('abort external', 395.0)",5
"('abort external', 396.0)",2
"('abort external', 397.0)",4
"('abort external', 398.0)",6
"('abort external', 399.0)",7
"('abort external', 401.0)",7
"('abort external', 402.0)",4
"('abort external', 403.0)",2
"('abort external', 404.0)",5
"('abort external', 405.0)",5
"('abort external', 410.0)",2
"('abort external', 423.0)",1
"('abort external', 425.0)",2
"('abort external', 426.0)",6
"('abort external', 427.0)",7
"('abort external', 428.0)",9
"('abort external', 429.0)",2
"('abort external', 430.0)",3
"('abort external', 431.0)",6
"('abort external', 432.0)",9
"('abort external', 433.0)",8
"('abort external', 434.0)",5
"('abort external', 435.0)",6
"('abort external', 436.0)",5
"('abort external', 437.0)",5
"('abort external', 438.0)",7
"('abort external', 439.0)",5
"('abort external', 440.0)",8
"('abort external', 441.0)",1
"('abort external', 442.0)",5
"('abort external', 443.0)",2
"('abort external', 444.0)",3
"('abort external', 445.0)",3
"('abort external', 446.0)",15
"('abort external', 448.0)",4
"('abort external', 449.0)",7
"('abort external', 450.0)",9
"('abort external', 451.0)",2
"('abort external', 458.0)",1
"('abort external', 463.0)",1
"('abort external', 482.0)",1
"('abort external', 483.0)",1
"('abort external', 485.0)",1
"('abort external', 488.0)",1
"('abort external', 490.0)",2
"('abort external', 491.0)",2
"('abort external', 497.0)",3
"('abort external', 498.0)",1
"('abort external', 499.0)",1
"('abort external', 500.0)",3
"('abort external', 502.0)",1
"('abort external', 505.0)",6
"('abort external', 510.0)",6
"('abort external', 511.0)",6
"('abort external', 512.0)",5
"('abort external', 513.0)",2
"('abort external', 515.0)",6
"('abort external', 518.0)",1
"('abort external', 519.0)",6
"('abort external', 520.0)",4
"('abort external', 523.0)",1
"('abort external', 524.0)",1
"('abort external', 526.0)",4
"('abort external', 527.0)",2
"('abort external', 530.0)",2
"('abort external', 531.0)",5
"('abort external', 532.0)",4
"('abort external', 533.0)",3
"('abort external', 535.0)",1
"('abort external', 536.0)",1
"('abort external', 542.0)",1
"('abort external', 543.0)",63
"('abort external', 544.0)",237
"('abort external', 545.0)",79
"('abort external', 546.0)",113
"('abort external', 547.0)",143
"('abort external', 548.0)",54
"('abort external', 549.0)",67
"('abort external', 550.0)",4
"('abort external', 561.0)",1
"('abort external', 565.0)",1
"('abort external', 579.0)",6
"('abort external', 580.0)",8
"('abort external', 581.0)",6
"('abort external', 582.0)",3
"('abort external', 584.0)",2
"('abort external', 585.0)",5
"('abort external', 586.0)",6
"('abort external', 587.0)",2
"('abort external', 589.0)",4
"('abort external', 590.0)",4
"('abort external', 591.0)",5
"('abort external', 592.0)",2
"('abort external', 593.0)",13
"('abort external', 594.0)",7
"('abort external', 595.0)",3
"('abort external', 596.0)",9
"('abort external', 597.0)",5
"('abort external', 598.0)",2
"('abort external', 599.0)",2
"('abort external', 600.0)",7
"('abort external', 601.0)",3
"('abort external', 602.0)",13
"('abort external', 603.0)",6
"('abort external', 604.0)",2
"('abort external', 605.0)",1
"('abort external', 606.0)",8
"('abort external', 609.0)",7
"('abort external', 610.0)",1
"('abort external', 611.0)",1
"('abort external', 612.0)",5
"('abort external', 613.0)",4
"('abort external', 614.0)",6
"('abort external', 615.0)",7
"('abort external', 616.0)",8
"('abort external', 617.0)",3
"('abort external', 618.0)",12
"('abort external', 620.0)",2
"('abort external', 621.0)",4
"('abort external', 622.0)",2
"('abort external', 723.0)",1
"('abort external', 730.0)",1
"('abort external', 763.0)",1
"('abort external', 764.0)",1
"('abort external', 768.0)",1
"('abort external', 772.0)",1
"('abort external', 774.0)",1
"('abort external', 777.0)",1
"('abort external', 786.0)",2
"('abort external', 811.0)",1
"('abort external', 837.0)",1
"('abort external', 876.0)",1
"('abort external', 1618.0)",1
"('abort external', 1679.0)",1
"('abort external', 1702.0)",1
"('abort external', 1955.0)",1
"('abort external', 2232.0)",1
"('abort external', 2496.0)",2
"('abort external', 2509.0)",1
"('abort external', 2511.0)",1
"('abort external', 2513.0)",1
"('abort external', 2529.0)",1
