Activity,Count
"('abort external', 1.0)",24
"('abort external', 2.0)",831
"('abort external', 3.0)",308
"('abort external', 4.0)",214
"('abort external', 5.0)",93
"('abort external', 6.0)",38
"('abort external', 7.0)",2
"('abort external', 8.0)",1
"('abort external', 9.0)",1
"('abort external', 11.0)",1
"('abort external', 12.0)",1
"('abort external', 15.0)",7
"('abort external', 16.0)",224
"('abort external', 17.0)",736
"('abort external', 18.0)",280
"('abort external', 25.0)",3
"('abort external', 26.0)",757
"('abort external', 35.0)",129
"('abort external', 36.0)",456
"('abort external', 37.0)",150
"('abort external', 39.0)",1
"('abort external', 40.0)",3
"('abort external', 41.0)",2
"('abort external', 42.0)",2
"('abort external', 43.0)",12
"('abort external', 44.0)",37
"('abort external', 45.0)",82
"('abort external', 46.0)",80
"('abort external', 47.0)",86
"('abort external', 48.0)",121
"('abort external', 49.0)",99
"('abort external', 50.0)",117
"('abort external', 51.0)",53
"('abort external', 52.0)",66
"('abort external', 53.0)",13
"('abort external', 54.0)",3
"('abort external', 55.0)",7
"('abort external', 56.0)",21
"('abort external', 57.0)",33
"('abort external', 58.0)",26
"('abort external', 59.0)",31
"('abort external', 60.0)",36
"('abort external', 61.0)",4
"('abort external', 62.0)",15
"('abort external', 63.0)",21
"('abort external', 64.0)",25
"('abort external', 65.0)",27
"('abort external', 66.0)",32
"('abort external', 67.0)",28
"('abort external', 68.0)",12
"('abort external', 69.0)",2
"('abort external', 71.0)",9
"('abort external', 72.0)",36
"('abort external', 73.0)",36
"('abort external', 74.0)",24
"('abort external', 75.0)",38
"('abort external', 76.0)",2
"('abort external', 77.0)",1
"('abort external', 78.0)",1
"('abort external', 81.0)",3
"('abort external', 82.0)",5
"('abort external', 83.0)",4
"('abort external', 84.0)",5
"('abort external', 85.0)",12
"('abort external', 86.0)",19
"('abort external', 87.0)",11
"('abort external', 88.0)",8
"('abort external', 89.0)",14
"('abort external', 90.0)",2
"('abort external', 91.0)",493
"('abort external', 92.0)",267
"('abort external', 94.0)",1
"('abort external', 95.0)",1
"('abort external', 97.0)",23
"('abort external', 98.0)",15
"('abort external', 99.0)",35
"('abort external', 100.0)",28
"('abort external', 101.0)",33
"('abort external', 102.0)",14
"('abort external', 103.0)",40
"('abort external', 104.0)",8
"('abort external', 121.0)",1
"('abort external', 122.0)",1
"('abort external', 128.0)",3
"('abort external', 129.0)",2
"('abort external', 130.0)",1
"('abort external', 131.0)",2
"('abort external', 136.0)",1
"('abort external', 140.0)",1
"('abort external', 146.0)",1
"('abort external', 270.0)",1
"('abort external', 280.0)",1
"('abort external', 284.0)",1
"('abort external', 326.0)",1
"('abort external', 372.0)",1
"('abort external', 416.0)",2
"('abort external', 419.0)",3
"('abort external', 422.0)",2
"('abort external', 423.0)",1
"('abort external', 424.0)",2
"('abort external', 425.0)",1
"('abort external', 426.0)",1
"('abort external', 432.0)",1
"('abort external', 466.0)",1
"('abort external', 474.0)",2
"('abort external', 475.0)",2
"('abort external', 616.0)",1
"('abort external', 665.0)",1
"('abort external', 707.0)",1
"('abort external', 714.0)",1
"('abort external', 716.0)",1
"('abort external', 718.0)",1
"('abort external', 757.0)",1
"('abort external', 760.0)",4
"('abort external', 764.0)",2
"('abort external', 992.0)",1
"('abort external', 994.0)",1
"('abort external', 1002.0)",1
"('abort external', 1006.0)",1
"('abort external', 1071.0)",2
"('abort external', 1137.0)",1
"('abort external', 1139.0)",4
"('abort external', 1140.0)",2
"('abort external', 1141.0)",3
"('abort external', 1142.0)",2
"('abort external', 1143.0)",3
"('abort external', 1145.0)",3
"('abort external', 1146.0)",2
"('abort external', 1147.0)",1
"('abort external', 1148.0)",2
"('abort external', 1149.0)",2
"('abort external', 1150.0)",7
"('abort external', 1151.0)",9
"('abort external', 1152.0)",5
"('abort external', 1229.0)",140
"('abort external', 1230.0)",472
"('abort payment', 1.0)",494
"('abort payment', 2.0)",331
"('abort payment', 3.0)",3
"('abort payment', 5.0)",29
"('abort payment', 6.0)",53
"('abort payment', 7.0)",1856
"('abort payment', 8.0)",23
"('abort payment', 9.0)",14
"('abort payment', 10.0)",4397
"('abort payment', 11.0)",1
"('abort payment', 32.0)",1693
"('abort payment', 33.0)",2708
"('abort payment', 36.0)",1
"('abort payment', 37.0)",1
"('abort payment', 39.0)",92
"('abort payment', 41.0)",10
"('abort payment', 42.0)",3764
"('abort payment', 43.0)",297
"('abort payment', 44.0)",1
"('abort payment', 45.0)",1906
"('abort payment', 48.0)",2
"('abort payment', 56.0)",4563
"('abort payment', 89.0)",1
"('abort payment', 90.0)",4
"('abort payment', 91.0)",1
"('abort payment', 95.0)",1
"('abort payment', 96.0)",1
"('abort payment', 97.0)",3
"('abort payment', 99.0)",1891
"('abort payment', 100.0)",1
"('abort payment', 102.0)",1
"('abort payment', 106.0)",3697
"('abort payment', 135.0)",1437
"('abort payment', 136.0)",434
"('abort payment', 141.0)",1993
"('abort payment', 142.0)",2480
"('abort payment', 372.0)",1
"('abort payment', 471.0)",1
"('abort payment', 669.0)",1
"('abort payment', 672.0)",2
"('abort payment', 765.0)",1
"('abort payment', 766.0)",1
"('abort payment', 780.0)",6
"('abort payment', 807.0)",1
"('abort payment', 809.0)",89
"('approve', 1.0)",495
"('approve', 2.0)",9
"('approve', 3.0)",11
"('approve', 4.0)",4
"('approve', 6.0)",2
"('approve', 7.0)",3
"('approve', 9.0)",1
"('approve', 10.0)",1
"('approve', 30.0)",1
"('approve', 33.0)",2
"('approve', 37.0)",2
"('approve', 38.0)",1
"('approve', 39.0)",1
"('approve', 43.0)",2
"('approve', 46.0)",1
"('approve', 47.0)",1
"('approve', 50.0)",1
"('approve', 51.0)",5
"('approve', 53.0)",2
"('approve', 58.0)",1
"('approve', 81.0)",1
"('approve', 92.0)",1
"('approve', 101.0)",1
"('approve', 127.0)",1
"('approve', 145.0)",1
"('approve', 183.0)",3
"('approve', 235.0)",1
"('approve', 281.0)",1
"('approve', 286.0)",1
"('approve', 295.0)",1
"('approve', 335.0)",1
"('approve', 345.0)",1
"('approve', 407.0)",1
"('approve', 442.0)",1
"('approve', 564.0)",1
"('approve', 575.0)",1
"('approve', 620.0)",1
"('approve', 680.0)",1
"('approve', 814.0)",1
"('approve', 825.0)",1
"('approve', 915.0)",1
"('approve', 955.0)",1
"('approve', 1255.0)",1
"('approve', 1399.0)",1
"('approve', 2266.0)",1
"('approve', 2637.0)",1
"('approve', 2898.0)",1
"('approve', 2941.0)",1
"('approve', 3287.0)",1
"('approve', 3352.0)",1
"('approve', 3465.0)",1
"('approve', 3989.0)",1
"('approve', 4182.0)",1
"('approve', 4889.0)",1
"('approve', 7975.0)",1
"('approve', 13260.0)",1
"('begin admissibility check', 1.0)",576
"('begin admissibility check', 2.0)",30
"('begin admissibility check', 3.0)",25
"('begin admissibility check', 4.0)",4
"('begin admissibility check', 5.0)",7
"('begin admissibility check', 6.0)",2
"('begin admissibility check', 7.0)",2
"('begin admissibility check', 8.0)",3
"('begin admissibility check', 9.0)",1
"('begin admissibility check', 10.0)",1
"('begin admissibility check', 12.0)",1
"('begin admissibility check', 14.0)",1
"('begin admissibility check', 18.0)",1
"('begin admissibility check', 31.0)",2
"('begin admissibility check', 37.0)",1
"('begin admissibility check', 39.0)",2
"('begin admissibility check', 40.0)",1
"('begin admissibility check', 41.0)",2
"('begin admissibility check', 42.0)",2
"('begin admissibility check', 43.0)",1
"('begin admissibility check', 44.0)",4
"('begin admissibility check', 45.0)",3
"('begin admissibility check', 46.0)",10
"('begin admissibility check', 47.0)",5
"('begin admissibility check', 48.0)",6
"('begin admissibility check', 49.0)",1
"('begin admissibility check', 50.0)",7
"('begin admissibility check', 51.0)",1
"('begin admissibility check', 52.0)",3
"('begin admissibility check', 53.0)",1
"('begin admissibility check', 56.0)",1
"('begin admissibility check', 57.0)",1
"('begin admissibility check', 58.0)",2
"('begin admissibility check', 59.0)",1
"('begin admissibility check', 65.0)",1
"('begin admissibility check', 85.0)",1
"('begin admissibility check', 89.0)",2
"('begin admissibility check', 90.0)",1
"('begin admissibility check', 91.0)",2
"('begin admissibility check', 93.0)",1
"('begin admissibility check', 94.0)",1
"('begin admissibility check', 96.0)",2
"('begin admissibility check', 98.0)",1
"('begin admissibility check', 99.0)",1
"('begin admissibility check', 101.0)",1
"('begin admissibility check', 102.0)",1
"('begin admissibility check', 104.0)",2
"('begin admissibility check', 105.0)",1
"('begin admissibility check', 106.0)",1
"('begin admissibility check', 110.0)",1
"('begin admissibility check', 112.0)",1
"('begin admissibility check', 132.0)",1
"('begin admissibility check', 133.0)",1
"('begin admissibility check', 134.0)",1
"('begin admissibility check', 135.0)",1
"('begin admissibility check', 136.0)",3
"('begin admissibility check', 137.0)",1
"('begin admissibility check', 142.0)",1
"('begin admissibility check', 143.0)",1
"('begin admissibility check', 144.0)",2
"('begin admissibility check', 145.0)",1
"('begin admissibility check', 146.0)",2
"('begin admissibility check', 147.0)",2
"('begin admissibility check', 151.0)",2
"('begin admissibility check', 183.0)",1
"('begin admissibility check', 187.0)",1
"('begin admissibility check', 188.0)",1
"('begin admissibility check', 192.0)",1
"('begin admissibility check', 193.0)",1
"('begin admissibility check', 194.0)",3
"('begin admissibility check', 195.0)",3
"('begin admissibility check', 197.0)",2
"('begin admissibility check', 205.0)",1
"('begin admissibility check', 234.0)",1
"('begin admissibility check', 236.0)",1
"('begin admissibility check', 237.0)",1
"('begin admissibility check', 239.0)",1
"('begin admissibility check', 241.0)",1
"('begin admissibility check', 243.0)",1
"('begin admissibility check', 244.0)",2
"('begin admissibility check', 250.0)",1
"('begin admissibility check', 272.0)",1
"('begin admissibility check', 277.0)",1
"('begin admissibility check', 280.0)",3
"('begin admissibility check', 285.0)",3
"('begin admissibility check', 286.0)",1
"('begin admissibility check', 288.0)",2
"('begin admissibility check', 290.0)",1
"('begin admissibility check', 292.0)",2
"('begin admissibility check', 293.0)",1
"('begin admissibility check', 294.0)",2
"('begin admissibility check', 295.0)",2
"('begin admissibility check', 296.0)",1
"('begin admissibility check', 297.0)",1
"('begin admissibility check', 320.0)",1
"('begin admissibility check', 323.0)",1
"('begin admissibility check', 330.0)",2
"('begin admissibility check', 331.0)",2
"('begin admissibility check', 332.0)",3
"('begin admissibility check', 334.0)",1
"('begin admissibility check', 336.0)",1
"('begin admissibility check', 337.0)",3
"('begin admissibility check', 338.0)",1
"('begin admissibility check', 339.0)",1
"('begin admissibility check', 340.0)",1
"('begin admissibility check', 343.0)",1
"('begin admissibility check', 344.0)",1
"('begin admissibility check', 349.0)",1
"('begin admissibility check', 356.0)",1
"('begin admissibility check', 371.0)",4
"('begin admissibility check', 378.0)",1
"('begin admissibility check', 379.0)",4
"('begin admissibility check', 381.0)",1
"('begin admissibility check', 382.0)",1
"('begin admissibility check', 383.0)",1
"('begin admissibility check', 385.0)",1
"('begin admissibility check', 388.0)",1
"('begin admissibility check', 389.0)",1
"('begin admissibility check', 391.0)",1
"('begin admissibility check', 392.0)",3
"('begin admissibility check', 397.0)",1
"('begin admissibility check', 400.0)",1
"('begin admissibility check', 402.0)",2
"('begin admissibility check', 417.0)",1
"('begin admissibility check', 418.0)",1
"('begin admissibility check', 419.0)",3
"('begin admissibility check', 420.0)",2
"('begin admissibility check', 421.0)",1
"('begin admissibility check', 424.0)",1
"('begin admissibility check', 425.0)",1
"('begin admissibility check', 429.0)",1
"('begin admissibility check', 430.0)",1
"('begin admissibility check', 432.0)",1
"('begin admissibility check', 435.0)",1
"('begin admissibility check', 468.0)",1
"('begin admissibility check', 474.0)",1
"('begin admissibility check', 475.0)",1
"('begin admissibility check', 477.0)",1
"('begin admissibility check', 512.0)",1
"('begin admissibility check', 529.0)",1
"('begin admissibility check', 532.0)",1
"('begin admissibility check', 534.0)",1
"('begin admissibility check', 536.0)",1
"('begin admissibility check', 567.0)",1
"('begin admissibility check', 579.0)",1
"('begin admissibility check', 581.0)",1
"('begin admissibility check', 582.0)",1
"('begin admissibility check', 583.0)",1
"('begin admissibility check', 584.0)",1
"('begin admissibility check', 587.0)",1
"('begin admissibility check', 595.0)",1
"('begin admissibility check', 614.0)",1
"('begin admissibility check', 619.0)",2
"('begin admissibility check', 620.0)",1
"('begin admissibility check', 625.0)",1
"('begin admissibility check', 629.0)",2
"('begin admissibility check', 630.0)",1
"('begin admissibility check', 631.0)",2
"('begin admissibility check', 634.0)",1
"('begin admissibility check', 636.0)",1
"('begin admissibility check', 637.0)",1
"('begin admissibility check', 656.0)",1
"('begin admissibility check', 662.0)",1
"('begin admissibility check', 663.0)",1
"('begin admissibility check', 665.0)",1
"('begin admissibility check', 667.0)",1
"('begin admissibility check', 672.0)",2
"('begin admissibility check', 673.0)",3
"('begin admissibility check', 674.0)",1
"('begin admissibility check', 677.0)",2
"('begin admissibility check', 678.0)",1
"('begin admissibility check', 680.0)",1
"('begin admissibility check', 707.0)",1
"('begin admissibility check', 709.0)",1
"('begin admissibility check', 712.0)",1
"('begin admissibility check', 716.0)",1
"('begin admissibility check', 717.0)",1
"('begin admissibility check', 726.0)",1
"('begin admissibility check', 735.0)",1
"('begin admissibility check', 757.0)",1
"('begin admissibility check', 759.0)",1
"('begin admissibility check', 761.0)",1
"('begin admissibility check', 764.0)",1
"('begin admissibility check', 819.0)",1
"('begin admissibility check', 824.0)",2
"('begin admissibility check', 866.0)",1
"('begin admissibility check', 870.0)",1
"('begin admissibility check', 876.0)",1
"('begin admissibility check', 880.0)",1
"('begin admissibility check', 897.0)",1
"('begin admissibility check', 912.0)",2
"('begin admissibility check', 916.0)",1
"('begin admissibility check', 930.0)",1
"('begin admissibility check', 932.0)",1
"('begin admissibility check', 954.0)",1
"('begin admissibility check', 956.0)",1
"('begin admissibility check', 957.0)",1
"('begin admissibility check', 960.0)",1
"('begin admissibility check', 967.0)",1
"('begin admissibility check', 968.0)",1
"('begin admissibility check', 1001.0)",1
"('begin admissibility check', 1016.0)",1
"('begin admissibility check', 1022.0)",1
"('begin admissibility check', 1045.0)",1
"('begin admissibility check', 1052.0)",1
"('begin admissibility check', 1059.0)",1
"('begin admissibility check', 1062.0)",3
"('begin admissibility check', 1065.0)",1
"('begin admissibility check', 1067.0)",1
"('begin admissibility check', 1069.0)",1
"('begin admissibility check', 1090.0)",1
"('begin admissibility check', 1109.0)",1
"('begin admissibility check', 1153.0)",1
