Activity,Count
"('Admission IC', 0.0)",1
"('Admission IC', 1.0)",32
"('Admission IC', 2.0)",12
"('Admission IC', 3.0)",8
"('Admission IC', 4.0)",9
"('Admission IC', 5.0)",12
"('Admission IC', 6.0)",9
"('Admission IC', 7.0)",3
"('Admission IC', 8.0)",4
"('Admission IC', 9.0)",2
"('Admission IC', 10.0)",2
"('Admission IC', 12.0)",2
"('Admission IC', 14.0)",5
"('Admission IC', 16.0)",2
"('Admission IC', 18.0)",2
"('Admission IC', 21.0)",1
"('Admission IC', 22.0)",1
"('Admission IC', 24.0)",1
"('Admission IC', 28.0)",2
"('Admission IC', 31.0)",1
"('Admission IC', 41.0)",1
"('Admission IC', 59.0)",1
"('Admission IC', 64.0)",1
"('Admission IC', 68.0)",1
"('Admission IC', 280.0)",1
"('Admission NC', 1.0)",298
"('Admission NC', 2.0)",42
"('Admission NC', 3.0)",70
"('Admission NC', 4.0)",75
"('Admission NC', 5.0)",87
"('Admission NC', 6.0)",93
"('Admission NC', 7.0)",67
"('Admission NC', 8.0)",77
"('Admission NC', 9.0)",42
"('Admission NC', 10.0)",22
"('Admission NC', 11.0)",15
"('Admission NC', 12.0)",18
"('Admission NC', 13.0)",16
"('Admission NC', 14.0)",27
"('Admission NC', 15.0)",20
"('Admission NC', 16.0)",12
"('Admission NC', 17.0)",4
"('Admission NC', 18.0)",10
"('Admission NC', 19.0)",2
"('Admission NC', 20.0)",7
"('Admission NC', 21.0)",2
"('Admission NC', 22.0)",3
"('Admission NC', 23.0)",3
"('Admission NC', 24.0)",9
"('Admission NC', 25.0)",4
"('Admission NC', 26.0)",6
"('Admission NC', 27.0)",1
"('Admission NC', 28.0)",2
"('Admission NC', 29.0)",3
"('Admission NC', 30.0)",4
"('Admission NC', 31.0)",8
"('Admission NC', 32.0)",1
"('Admission NC', 33.0)",5
"('Admission NC', 34.0)",9
"('Admission NC', 35.0)",5
"('Admission NC', 36.0)",4
"('Admission NC', 37.0)",2
"('Admission NC', 38.0)",2
"('Admission NC', 39.0)",2
"('Admission NC', 40.0)",3
"('Admission NC', 41.0)",4
"('Admission NC', 42.0)",1
"('Admission NC', 43.0)",2
"('Admission NC', 44.0)",4
"('Admission NC', 45.0)",1
"('Admission NC', 46.0)",4
"('Admission NC', 47.0)",1
"('Admission NC', 48.0)",4
"('Admission NC', 49.0)",3
"('Admission NC', 50.0)",1
"('Admission NC', 51.0)",1
"('Admission NC', 52.0)",1
"('Admission NC', 53.0)",2
"('Admission NC', 54.0)",1
"('Admission NC', 55.0)",2
"('Admission NC', 56.0)",4
"('Admission NC', 57.0)",1
"('Admission NC', 58.0)",2
"('Admission NC', 59.0)",2
"('Admission NC', 60.0)",2
"('Admission NC', 61.0)",1
"('Admission NC', 62.0)",4
"('Admission NC', 63.0)",1
"('Admission NC', 64.0)",1
"('Admission NC', 65.0)",1
"('Admission NC', 66.0)",2
"('Admission NC', 67.0)",1
"('Admission NC', 68.0)",1
"('Admission NC', 69.0)",1
"('Admission NC', 74.0)",1
"('Admission NC', 75.0)",1
"('Admission NC', 77.0)",1
"('Admission NC', 79.0)",1
"('Admission NC', 85.0)",1
"('Admission NC', 88.0)",1
"('Admission NC', 91.0)",2
"('Admission NC', 94.0)",1
"('Admission NC', 98.0)",1
"('Admission NC', 102.0)",1
"('Admission NC', 103.0)",1
"('Admission NC', 105.0)",1
"('Admission NC', 107.0)",1
"('Admission NC', 129.0)",1
"('Admission NC', 140.0)",1
"('Admission NC', 144.0)",1
"('Admission NC', 146.0)",1
"('Admission NC', 150.0)",1
"('Admission NC', 158.0)",1
"('Admission NC', 192.0)",1
"('Admission NC', 207.0)",1
"('Admission NC', 236.0)",1
"('Admission NC', 256.0)",1
"('Admission NC', 295.0)",1
"('Admission NC', 301.0)",1
"('Admission NC', 348.0)",1
"('CRP', 0.0)",829
"('CRP', 1.0)",297
"('CRP', 2.0)",42
"('CRP', 3.0)",10
"('CRP', 4.0)",4
"('CRP', 5.0)",6
"('CRP', 6.0)",5
"('CRP', 7.0)",4
"('CRP', 8.0)",3
"('CRP', 9.0)",4
"('CRP', 10.0)",5
"('CRP', 11.0)",3
"('CRP', 12.0)",8
"('CRP', 13.0)",4
"('CRP', 14.0)",5
"('CRP', 15.0)",3
"('CRP', 16.0)",6
"('CRP', 17.0)",7
"('CRP', 18.0)",9
"('CRP', 19.0)",11
"('CRP', 20.0)",8
"('CRP', 21.0)",12
"('CRP', 22.0)",4
"('CRP', 23.0)",6
"('CRP', 24.0)",4
"('CRP', 25.0)",2
"('CRP', 26.0)",6
"('CRP', 27.0)",6
"('CRP', 28.0)",3
"('CRP', 29.0)",3
"('CRP', 30.0)",4
"('CRP', 31.0)",9
"('CRP', 32.0)",4
"('CRP', 33.0)",7
"('CRP', 34.0)",6
"('CRP', 35.0)",12
"('CRP', 36.0)",31
"('CRP', 37.0)",7
"('CRP', 38.0)",6
"('CRP', 39.0)",5
"('CRP', 40.0)",6
"('CRP', 41.0)",14
"('CRP', 42.0)",21
"('CRP', 43.0)",3
"('CRP', 44.0)",5
"('CRP', 45.0)",3
"('CRP', 46.0)",2
"('CRP', 47.0)",4
"('CRP', 48.0)",130
"('CRP', 49.0)",4
"('CRP', 50.0)",3
"('CRP', 51.0)",2
"('CRP', 52.0)",5
"('CRP', 53.0)",3
"('CRP', 54.0)",5
"('CRP', 55.0)",1
"('CRP', 56.0)",3
"('CRP', 57.0)",1
"('CRP', 59.0)",3
"('CRP', 60.0)",4
"('CRP', 62.0)",2
"('CRP', 63.0)",1
"('CRP', 64.0)",2
"('CRP', 65.0)",2
"('CRP', 66.0)",5
"('CRP', 67.0)",4
"('CRP', 68.0)",1
"('CRP', 69.0)",4
"('CRP', 70.0)",5
"('CRP', 71.0)",5
"('CRP', 72.0)",6
"('CRP', 73.0)",3
"('CRP', 74.0)",3
"('CRP', 75.0)",2
"('CRP', 76.0)",5
"('CRP', 77.0)",3
"('CRP', 78.0)",1
"('CRP', 79.0)",2
"('CRP', 80.0)",3
"('CRP', 81.0)",5
"('CRP', 82.0)",4
"('CRP', 83.0)",6
"('CRP', 84.0)",16
"('CRP', 85.0)",6
"('CRP', 86.0)",2
"('CRP', 87.0)",3
