Activity,Count
"('Admission IC', 0.0)",1
"('Admission IC', 1.0)",27
"('Admission IC', 2.0)",2
"('Admission IC', 3.0)",1
"('Admission IC', 4.0)",1
"('Admission IC', 6.0)",1
"('Admission IC', 7.0)",3
"('Admission IC', 8.0)",2
"('Admission IC', 9.0)",4
"('Admission IC', 11.0)",2
"('Admission IC', 12.0)",1
"('Admission IC', 13.0)",2
"('Admission IC', 16.0)",2
"('Admission IC', 17.0)",2
"('Admission IC', 18.0)",2
"('Admission IC', 19.0)",4
"('Admission IC', 22.0)",2
"('Admission IC', 23.0)",3
"('Admission IC', 25.0)",2
"('Admission IC', 26.0)",1
"('Admission IC', 27.0)",3
"('Admission IC', 29.0)",3
"('Admission IC', 30.0)",3
"('Admission IC', 31.0)",3
"('Admission IC', 32.0)",2
"('Admission IC', 34.0)",2
"('Admission IC', 35.0)",1
"('Admission IC', 36.0)",1
"('Admission IC', 37.0)",2
"('Admission IC', 42.0)",1
"('Admission IC', 43.0)",3
"('Admission IC', 46.0)",1
"('Admission IC', 50.0)",2
"('Admission IC', 58.0)",1
"('Admission IC', 59.0)",1
"('Admission IC', 68.0)",2
"('Admission IC', 79.0)",1
"('Admission IC', 81.0)",1
"('Admission IC', 82.0)",2
"('Admission IC', 84.0)",1
"('Admission IC', 91.0)",1
"('Admission IC', 96.0)",1
"('Admission IC', 103.0)",1
"('Admission IC', 106.0)",1
"('Admission IC', 123.0)",1
"('Admission IC', 131.0)",1
"('Admission IC', 140.0)",1
"('Admission IC', 164.0)",1
"('Admission IC', 166.0)",1
"('Admission IC', 184.0)",1
"('Admission IC', 246.0)",1
"('Admission IC', 351.0)",1
"('Admission IC', 382.0)",1
"('Admission IC', 408.0)",1
"('Admission IC', 1680.0)",1
"('Admission NC', 1.0)",262
"('Admission NC', 2.0)",9
"('Admission NC', 3.0)",14
"('Admission NC', 4.0)",4
"('Admission NC', 5.0)",8
"('Admission NC', 6.0)",5
"('Admission NC', 7.0)",6
"('Admission NC', 8.0)",6
"('Admission NC', 9.0)",9
"('Admission NC', 10.0)",9
"('Admission NC', 11.0)",5
"('Admission NC', 12.0)",7
"('Admission NC', 13.0)",22
"('Admission NC', 14.0)",9
"('Admission NC', 15.0)",10
"('Admission NC', 16.0)",10
"('Admission NC', 17.0)",13
"('Admission NC', 18.0)",6
"('Admission NC', 19.0)",10
"('Admission NC', 20.0)",12
"('Admission NC', 21.0)",9
"('Admission NC', 22.0)",16
"('Admission NC', 23.0)",15
"('Admission NC', 24.0)",15
"('Admission NC', 25.0)",28
"('Admission NC', 26.0)",16
"('Admission NC', 27.0)",6
"('Admission NC', 28.0)",5
"('Admission NC', 29.0)",14
"('Admission NC', 30.0)",18
"('Admission NC', 31.0)",18
"('Admission NC', 32.0)",9
"('Admission NC', 33.0)",9
"('Admission NC', 34.0)",14
"('Admission NC', 35.0)",12
"('Admission NC', 36.0)",33
"('Admission NC', 37.0)",14
"('Admission NC', 38.0)",12
"('Admission NC', 39.0)",11
"('Admission NC', 40.0)",15
"('Admission NC', 41.0)",8
"('Admission NC', 42.0)",9
"('Admission NC', 43.0)",11
"('Admission NC', 44.0)",7
"('Admission NC', 45.0)",11
"('Admission NC', 46.0)",7
"('Admission NC', 47.0)",2
"('Admission NC', 48.0)",40
"('Admission NC', 49.0)",9
"('Admission NC', 50.0)",5
"('Admission NC', 51.0)",7
"('Admission NC', 52.0)",6
"('Admission NC', 53.0)",3
"('Admission NC', 54.0)",12
"('Admission NC', 55.0)",9
"('Admission NC', 56.0)",5
"('Admission NC', 57.0)",3
"('Admission NC', 58.0)",2
"('Admission NC', 59.0)",1
"('Admission NC', 60.0)",3
"('Admission NC', 61.0)",4
"('Admission NC', 62.0)",2
"('Admission NC', 63.0)",4
"('Admission NC', 64.0)",2
"('Admission NC', 65.0)",1
"('Admission NC', 66.0)",2
"('Admission NC', 67.0)",2
"('Admission NC', 69.0)",4
"('Admission NC', 70.0)",1
"('Admission NC', 71.0)",3
"('Admission NC', 72.0)",8
"('Admission NC', 73.0)",2
"('Admission NC', 74.0)",4
"('Admission NC', 75.0)",1
"('Admission NC', 76.0)",1
"('Admission NC', 78.0)",8
"('Admission NC', 79.0)",1
"('Admission NC', 80.0)",3
"('Admission NC', 81.0)",2
"('Admission NC', 82.0)",2
"('Admission NC', 83.0)",4
"('Admission NC', 84.0)",15
"('Admission NC', 85.0)",3
"('Admission NC', 86.0)",5
"('Admission NC', 87.0)",6
"('Admission NC', 88.0)",3
"('Admission NC', 90.0)",3
"('Admission NC', 91.0)",1
"('Admission NC', 94.0)",3
"('Admission NC', 95.0)",3
"('Admission NC', 96.0)",5
"('Admission NC', 99.0)",2
"('Admission NC', 102.0)",2
"('Admission NC', 104.0)",1
"('Admission NC', 105.0)",4
"('Admission NC', 107.0)",1
"('Admission NC', 108.0)",4
"('Admission NC', 111.0)",1
"('Admission NC', 114.0)",1
"('Admission NC', 116.0)",5
"('Admission NC', 119.0)",1
"('Admission NC', 120.0)",1
"('Admission NC', 121.0)",2
"('Admission NC', 127.0)",1
"('Admission NC', 129.0)",1
"('Admission NC', 131.0)",1
"('Admission NC', 136.0)",1
"('Admission NC', 137.0)",2
"('Admission NC', 139.0)",2
"('Admission NC', 140.0)",3
"('Admission NC', 141.0)",1
"('Admission NC', 142.0)",1
"('Admission NC', 144.0)",2
"('Admission NC', 147.0)",2
"('Admission NC', 148.0)",1
"('Admission NC', 150.0)",1
"('Admission NC', 152.0)",1
"('Admission NC', 154.0)",1
"('Admission NC', 155.0)",1
"('Admission NC', 156.0)",3
"('Admission NC', 160.0)",1
"('Admission NC', 163.0)",1
"('Admission NC', 164.0)",1
"('Admission NC', 169.0)",1
"('Admission NC', 172.0)",1
"('Admission NC', 174.0)",1
"('Admission NC', 177.0)",1
"('Admission NC', 178.0)",2
"('Admission NC', 180.0)",1
"('Admission NC', 181.0)",1
"('Admission NC', 183.0)",1
"('Admission NC', 184.0)",3
"('Admission NC', 185.0)",1
"('Admission NC', 186.0)",2
"('Admission NC', 190.0)",1
"('Admission NC', 193.0)",1
"('Admission NC', 195.0)",1
"('Admission NC', 197.0)",2
"('Admission NC', 198.0)",1
"('Admission NC', 199.0)",1
"('Admission NC', 201.0)",1
"('Admission NC', 202.0)",2
"('Admission NC', 203.0)",2
"('Admission NC', 204.0)",3
"('Admission NC', 205.0)",1
"('Admission NC', 206.0)",2
"('Admission NC', 207.0)",1
"('Admission NC', 210.0)",1
"('Admission NC', 211.0)",1
"('Admission NC', 213.0)",2
"('Admission NC', 216.0)",1
"('Admission NC', 217.0)",2
"('Admission NC', 224.0)",1
"('Admission NC', 228.0)",1
"('Admission NC', 232.0)",1
"('Admission NC', 234.0)",1
"('Admission NC', 236.0)",1
"('Admission NC', 237.0)",1
"('Admission NC', 238.0)",1
"('Admission NC', 242.0)",2
"('Admission NC', 245.0)",1
"('Admission NC', 246.0)",1
"('Admission NC', 250.0)",1
"('Admission NC', 255.0)",1
"('Admission NC', 258.0)",1
"('Admission NC', 259.0)",1
"('Admission NC', 260.0)",1
"('Admission NC', 261.0)",1
"('Admission NC', 264.0)",1
"('Admission NC', 270.0)",1
"('Admission NC', 271.0)",2
"('Admission NC', 274.0)",2
"('Admission NC', 281.0)",1
"('Admission NC', 285.0)",1
"('Admission NC', 286.0)",2
"('Admission NC', 288.0)",1
"('Admission NC', 289.0)",1
"('Admission NC', 292.0)",1
"('Admission NC', 294.0)",1
"('Admission NC', 296.0)",1
"('Admission NC', 306.0)",1
"('Admission NC', 309.0)",1
"('Admission NC', 313.0)",1
"('Admission NC', 318.0)",1
"('Admission NC', 322.0)",1
"('Admission NC', 325.0)",1
"('Admission NC', 327.0)",1
"('Admission NC', 332.0)",1
"('Admission NC', 334.0)",2
"('Admission NC', 336.0)",1
"('Admission NC', 339.0)",1
"('Admission NC', 343.0)",1
"('Admission NC', 344.0)",1
"('Admission NC', 354.0)",2
"('Admission NC', 360.0)",2
"('Admission NC', 361.0)",1
"('Admission NC', 367.0)",2
"('Admission NC', 372.0)",2
"('Admission NC', 376.0)",1
"('Admission NC', 384.0)",1
"('Admission NC', 390.0)",1
"('Admission NC', 393.0)",1
"('Admission NC', 394.0)",1
"('Admission NC', 401.0)",1
"('Admission NC', 408.0)",1
"('Admission NC', 409.0)",1
"('Admission NC', 439.0)",1
"('Admission NC', 446.0)",1
"('Admission NC', 461.0)",1
"('Admission NC', 469.0)",1
"('Admission NC', 508.0)",1
"('Admission NC', 523.0)",1
"('Admission NC', 543.0)",1
"('Admission NC', 545.0)",1
"('Admission NC', 559.0)",1
"('Admission NC', 584.0)",1
"('Admission NC', 612.0)",1
"('Admission NC', 613.0)",1
"('Admission NC', 625.0)",1
"('Admission NC', 639.0)",1
"('Admission NC', 769.0)",1
"('Admission NC', 840.0)",1
"('Admission NC', 862.0)",1
"('Admission NC', 876.0)",1
"('Admission NC', 900.0)",1
"('Admission NC', 945.0)",1
"('Admission NC', 1152.0)",1
"('Admission NC', 1237.0)",1
"('Admission NC', 1416.0)",1
"('Admission NC', 1536.0)",1
